Catalog_Number,Date,TD_Greatest_Eclipse,Delta_T,Saros,Type,Type_Full,Gamma,Penumbral_Magnitude,Umbral_Magnitude,Penumbral_Duration_Min,Partial_Duration_Min,Total_Duration_Min,Zenith_Latitude,Zenith_Longitude,P1_UTC_ms,U1_UTC_ms,U2_UTC_ms,Max_UTC_ms,U3_UTC_ms,U4_UTC_ms,P4_UTC_ms
09549,1956-05-24,15:31:52,32,120,P,P,-0.4726,2.0174,0.9647,348.5,204.5,0,-21,126,-429362575000,-429358255000,,-429352120000,,-429345985000,-429341665000
09550,1956-11-18,06:48:16,32,125,T,T,0.2917,2.3285,1.3172,332.2,209.5,78.4,20,-106,-414014302000,-414010621000,-414006688000,-414004336000,-414001984000,-413998051000,-413994370000
09551,1957-05-13,22:31:28,32,130,T,T,0.3045,2.3001,1.2982,335,211.6,77.6,-18,21,-398751394000,-398747692000,-398743672000,-398741344000,-398739016000,-398734996000,-398731294000
09552,1957-11-07,14:27:30,32,135,T,T,-0.4332,2.0963,1.0305,349.3,206.5,27.9,16,139,-383401661000,-383397377000,-383392019000,-383391182000,-383390345000,-383384987000,-383380703000
09553,1958-04-04,04:00:15,32,102,N,Ne,-1.538,0.0135,-0.9422,31,0,0,-7,-60,-370642547000,,,-370641617000,,,-370640687000
09554,1958-05-03,12:13:29,32,140,P,P,1.0188,0.9676,0.0092,242.2,21,0,-15,176,-368113689000,-368107053000,,-368106423000,,-368105793000,-368099157000
09555,1958-10-27,15:27:50,33,145,N,N,-1.157,0.7825,-0.3118,257.9,0,0,12,124,-352809700000,,,-352801963000,,,-352794226000
09556,1959-03-24,20:11:57,33,112,P,P,-0.8757,1.2379,0.2643,268.2,109.5,0,-2,58,-340005762000,-340001001000,,-339997716000,,-339994431000,-339989670000
09557,1959-09-17,01:03:37,33,117,N,N,1.0296,0.9874,-0.0496,268,0,0,-2,-17,-324781856000,,,-324773816000,,,-324765776000
09558,1960-03-13,08:28:21,33,122,T,T-,-0.1799,2.5415,1.5145,344.8,219.4,94,3,-125,-309378276000,-309374514000,-309370752000,-309367932000,-309365112000,-309361350000,-309357588000
09559,1960-09-05,11:21:51,33,127,T,T+,0.2422,2.4031,1.4239,326.7,210.8,86.7,-6,-171,-294160923000,-294157446000,-294153723000,-294151122000,-294148521000,-294144798000,-294141321000
09560,1961-03-02,13:28:40,34,132,P,P,0.554,1.8828,0.8006,347.6,192.9,0,8,161,-278774742000,-278770101000,,-278764314000,,-278758527000,-278753886000
09561,1961-08-26,03:08:51,34,137,P,P,-0.4894,1.933,0.9863,301.4,186,0,-11,-46,-263517745000,-263514283000,,-263508703000,,-263503123000,-263499661000
09562,1962-02-19,13:03:42,34,142,N,N,1.2511,0.612,-0.4865,231.9,0,0,12,168,-248187169000,,,-248180212000,,,-248173255000
09563,1962-07-17,11:54:49,34,109,N,N,1.337,0.3924,-0.5835,168.3,0,0,-20,-177,-235402194000,,,-235397145000,,,-235392096000
09564,1962-08-15,19:57:30,34,147,N,N,-1.221,0.5963,-0.3616,198.2,0,0,-15,62,-232868530000,,,-232862584000,,,-232856638000
09566,1963-07-06,22:02:59,35,119,P,P,0.6197,1.736,0.706,327.2,179.9,0,-22,31,-204784872000,-204780453000,,-204775056000,,-204769659000,-204765240000
09567,1963-12-30,11:07:25,35,124,T,T,-0.2889,2.3206,1.335,320,204.3,78.1,23,-166,-189531190000,-189527719000,-189523933000,-189521590000,-189519247000,-189515461000,-189511990000
09568,1964-06-25,01:06:50,35,129,T,T-,-0.1461,2.6238,1.5565,372.1,233.2,100.8,-24,-16,-174189588000,-174185421000,-174181449000,-174178425000,-174175401000,-174171429000,-174167262000
09569,1964-12-19,02:37:54,36,134,T,T,0.3801,2.1461,1.1748,310.1,195.5,58.9,24,-40,-158889465000,-158886027000,-158881929000,-158880162000,-158878395000,-158874297000,-158870859000
09570,1965-06-14,01:49:26,36,139,P,P,-0.9005,1.2351,0.1767,302.7,100.3,0,-24,-27,-143599351000,-143593279000,,-143590270000,,-143587261000,-143581189000
09571,1965-12-08,17:10:32,36,144,N,N,1.0774,0.882,-0.1201,240.7,0,0,24,100,-128249425000,,,-128242204000,,,-128234983000
09572,1966-05-04,21:12:06,37,111,N,N,1.0553,0.9157,-0.0728,246,0,0,-15,42,-115534291000,,,-115526911000,,,-115519531000
09573,1966-10-29,10:12:53,37,116,N,N,-1.0599,0.9517,-0.1249,273.7,0,0,12,-157,-100195475000,,,-100187264000,,,-100179053000
09574,1967-04-24,12:07:04,38,121,T,T,0.2972,2.2892,1.3356,313.3,202.8,77.9,-12,178,-84897013000,-84893698000,-84889951000,-84887614000,-84885277000,-84881530000,-84878215000
09575,1967-10-18,10:15:48,38,126,T,T,-0.3653,2.2337,1.1426,367.1,218.9,59.8,9,-157,-69612503000,-69608057000,-69603284000,-69601490000,-69599696000,-69594923000,-69590477000
09576,1968-04-13,04:48:01,39,131,T,T,-0.4173,2.0725,1.1116,309.5,194.1,48.5,-9,-72,-54251243000,-54247781000,-54243413000,-54241958000,-54240503000,-54236135000,-54232673000
09577,1968-10-06,11:42:35,39,136,T,T,0.3605,2.2242,1.1691,352,213.9,63,6,-179,-39021244000,-39017101000,-39012574000,-39010684000,-39008794000,-39004267000,-39000124000
09578,1969-04-02,18:33:06,39,141,N,N,-1.1764,0.7033,-0.3047,223.7,0,0,-6,82,-23613564000,,,-23606853000,,,-23600142000
09579,1969-08-27,10:48:15,40,108,N,Ne,-1.5407,0.0131,-0.9516,31.3,0,0,-11,-161,-10934884000,,,-10933945000,,,-10933006000
09580,1969-09-25,20:10:19,40,146,N,N,1.0655,0.9007,-0.0953,245.1,0,0,2,55,-8401974000,,,-8394621000,,,-8387268000
09581,1970-02-21,08:30:43,40,113,P,P,0.9619,1.1402,0.0463,298.5,52.7,0,11,-124,4428048000,4435422000,,4437003000,,4438584000,4445958000
09582,1970-08-17,03:24:06,41,118,P,P,-0.8053,1.3521,0.4079,270.6,131.3,0,-14,-49,19703287000,19707466000,,19711405000,,19715344000,19719523000
09583,1971-02-10,07:45:21,41,123,T,T,0.2741,2.4026,1.3082,369.5,224.7,82.2,15,-112,35008795000,35013139000,35017414000,35019880000,35022346000,35026621000,35030965000
09584,1971-08-06,19:43:52,42,128,T,T-,-0.0794,2.6958,1.7283,327.3,215.5,99.4,-17,66,50345971000,50349325000,50352808000,50355790000,50358772000,50362255000,50365609000
09585,1972-01-30,10:54:05,42,133,T,T,-0.4273,2.0987,1.0497,340.3,203.4,34.8,17,-160,65606594000,65610701000,65615759000,65616803000,65617847000,65622905000,65627012000
09586,1972-07-26,07:16:22,43,138,P,P,0.7116,1.5618,0.5427,312.4,160.1,0,-19,-108,80973567000,80978136000,,80982939000,,80987742000,80992311000
09587,1973-01-18,21:17:58,43,143,N,N,-1.0844,0.8655,-0.1293,236.5,0,0,19,43,96232740000,,,96239835000,,,96246930000
09588,1973-06-15,20:50:41,44,110,N,N,-1.3216,0.4685,-0.602,204.6,0,0,-25,48,109019259000,,,109025397000,,,109031535000
09589,1973-07-15,11:39:19,44,148,N,Nb,1.5177,0.1046,-0.9581,99.1,0,0,-20,-174,111581342000,,,111584315000,,,111587288000
09590,1973-12-10,01:45:06,44,115,P,P,0.9644,1.076,0.1007,252,68.5,0,24,-28,124328302000,124333807000,,124335862000,,124337917000,124343422000
09591,1974-06-04,22:16:44,45,120,P,P,-0.5488,1.8752,0.8269,341,193.6,0,-23,26,139605929000,139610351000,,139616159000,,139621967000,139626389000
09592,1974-11-29,15:14:07,45,125,T,T,0.3054,2.3057,1.2896,333.1,208.9,75.7,22,129,154960009000,154963735000,154967731000,154970002000,154972273000,154976269000,154979995000
09593,1975-05-25,05:48:47,46,130,T,T+,0.2367,2.4218,1.4253,335.9,215.2,88.3,-21,-88,170218804000,170222425000,170226232000,170228881000,170231530000,170235337000,170238958000
09594,1975-11-18,22:24:12,46,135,T,T,-0.4134,2.1352,1.0642,352.1,209,40.2,19,20,185570843000,185575136000,185580200000,185581406000,185582612000,185587676000,185591969000
09595,1976-05-13,19:55:08,47,140,P,P,0.9585,1.0761,0.1217,251.8,75.4,0,-18,61,200857707000,200862999000,,200865261000,,200867523000,200872815000
09596,1976-11-06,23:01:59,47,145,N,N,-1.1275,0.8383,-0.2594,265.8,0,0,15,11,216161298000,,,216169272000,,,216177246000
09597,1977-04-04,04:19:04,48,112,P,P,-0.9148,1.1657,0.1928,262.9,94.7,0,-7,-64,228967609000,228972655000,,228975496000,,228978337000,228983383000
09598,1977-09-27,08:30:08,48,117,N,N,1.0768,0.9007,-0.1361,257.5,0,0,3,-130,244189235000,,,244196960000,,,244204685000
09599,1978-03-24,16:23:11,49,122,T,T-,-0.214,2.479,1.4518,344.9,218.5,90.7,-2,116,259594195000,259597987000,259601821000,259604542000,259607263000,259611097000,259614889000
09600,1978-09-16,19:05:01,49,127,T,T,0.2951,2.306,1.3268,323.8,207.2,78.6,-2,73,274810938000,274814436000,274818294000,274820652000,274823010000,274826868000,274830366000
09601,1979-03-13,21:08:52,50,132,P,P,0.5253,1.935,0.8538,350.6,197.7,0,3,46,290196764000,290201351000,,290207282000,,290213213000,290217800000
09602,1979-09-06,10:55:02,50,137,T,T,-0.4305,2.0421,1.0936,305.1,191.9,44.4,-7,-164,305454099000,305457495000,305461920000,305463252000,305464584000,305469009000,305472405000
09603,1980-03-01,20:46:03,51,142,N,N,1.2269,0.6545,-0.4405,238.5,0,0,8,52,320784357000,,,320791512000,,,320798667000
09604,1980-07-27,19:08:59,51,109,N,N,1.4138,0.2535,-0.7264,137.5,0,0,-18,74,333568763000,,,333572888000,,,333577013000
09605,1980-08-26,03:31:20,51,147,N,N,-1.1608,0.7089,-0.2531,214.4,0,0,-12,-52,336102197000,,,336108629000,,,336115061000
09607,1981-07-17,04:47:40,52,119,P,P,0.7045,1.5822,0.5486,319.6,163.2,0,-21,-70,364183620000,364188312000,,364193208000,,364198104000,364202796000
09608,1982-01-09,19:56:44,52,124,T,T,-0.2916,2.3147,1.331,319.1,203.8,77.7,22,63,379444579000,379448038000,379451821000,379454152000,379456483000,379460266000,379463725000
09609,1982-07-06,07:31:47,53,129,T,T-,-0.0579,2.786,1.7179,373.8,235.6,105.7,-23,-112,394777440000,394781586000,394785483000,394788654000,394791825000,394795722000,394799868000
09610,1982-12-30,11:29:37,53,134,T,T,0.3758,2.1545,1.1822,310.6,195.9,60,24,-172,410086406000,410089847000,410093924000,410095724000,410097524000,410101601000,410105042000
09611,1983-06-25,08:23:11,53,139,P,P,-0.8151,1.3901,0.3348,314.7,134.6,0,-24,-125,425367897000,425373300000,,425377338000,,425381376000,425386779000
09612,1983-12-20,01:49:57,54,144,N,N,1.0746,0.889,-0.1167,242.3,0,0,24,-28,440725674000,,,440732943000,,,440740212000
09613,1984-05-15,04:41:03,54,111,N,N,1.113,0.8071,-0.176,232.5,0,0,-18,-71,453437034000,,,453444009000,,,453450984000
09614,1984-06-13,14:26:39,54,149,N,Nb,-1.5239,0.0647,-0.9414,73,0,0,-25,143,455982555000,,,455984745000,,,455986935000
09615,1984-11-08,17:56:08,54,116,N,N,-1.0899,0.8992,-0.1825,268.4,0,0,16,88,468776462000,,,468784514000,,,468792566000
09616,1985-05-04,19:57:19,55,121,T,T,0.3519,2.187,1.2369,310.2,198.9,67.7,-16,60,484075278000,484078617000,484082553000,484084584000,484086615000,484090551000,484093890000
09617,1985-10-28,17:43:17,55,126,T,T,-0.4022,2.1673,1.0736,365.1,214.9,43.9,13,91,499358389000,499362895000,499368025000,499369342000,499370659000,499375789000,499380295000
09618,1986-04-24,12:43:30,55,131,T,T,-0.3682,2.162,1.2022,312.6,198.8,63.6,-13,169,514721177000,514724591000,514728647000,514730555000,514732463000,514736519000,514739933000
09619,1986-10-17,19:18:54,55,136,T,T,0.3188,2.3008,1.2455,353.2,216.8,73.7,10,67,529950083000,529954175000,529958468000,529960679000,529962890000,529967183000,529971275000
09620,1987-04-14,02:19:50,55,141,N,N,-1.1364,0.7769,-0.2313,234.1,0,0,-10,-35,545358112000,,,545365135000,,,545372158000
09621,1987-10-07,04:02:30,56,146,N,N,1.0189,0.9863,-0.0096,253.5,0,0,6,-64,560570089000,,,560577694000,,,560585299000
09623,1988-08-27,11:05:29,56,118,P,P,-0.8681,1.238,0.2915,262.5,113,0,-11,-165,588675198000,588679683000,,588683073000,,588686463000,588690948000
09624,1989-02-20,15:36:18,56,123,T,T,0.2934,2.3651,1.2747,367.7,223.1,78.5,11,130,603981091000,603985429000,603989767000,603992122000,603994477000,603998815000,604003153000
09625,1989-08-17,03:09:07,57,128,T,T-,-0.149,2.5703,1.5984,327.5,214.3,95.8,-14,-46,619316665000,619320061000,619323616000,619326490000,619329364000,619332919000,619336315000
09626,1990-02-09,19:12:02,57,133,T,T,-0.4148,2.1191,1.075,339.6,204.3,42.3,14,76,634580477000,634584536000,634589396000,634590665000,634591934000,634596794000,634600853000
09627,1990-08-06,14:13:16,57,138,P,P,0.6374,1.7005,0.6766,322,175.5,0,-16,148,649942279000,649946674000,,649951939000,,649957204000,649961599000
09628,1991-01-30,05:59:38,58,143,N,N,-1.0752,0.8807,-0.1106,237.5,0,0,17,-87,665207995000,,,665215120000,,,665222245000
09629,1991-06-27,03:15:41,58,110,N,N,-1.4063,0.3126,-0.7572,169.5,0,0,-25,-48,677987398000,,,677992483000,,,677997568000
09630,1991-07-26,18:08:50,58,148,N,N,1.4369,0.2542,-0.811,152.7,0,0,-18,89,680547091000,,,680551672000,,,680556253000
09631,1991-12-21,10:34:00,58,115,P,P,0.9709,1.0651,0.0876,251.5,64.1,0,24,-159,693304037000,693309659000,,693311582000,,693313505000,693319127000
09632,1992-06-15,04:57:57,59,120,P,P,-0.6288,1.7264,0.6822,332.2,179.8,0,-24,-74,708574252000,708578824000,,708584218000,,708589612000,708594184000
09633,1992-12-09,23:45:05,59,125,T,T,0.3144,2.2915,1.2709,334.1,208.7,73.9,23,2,723934623000,723938385000,723942429000,723944646000,723946863000,723950907000,723954669000
09634,1993-06-04,13:01:26,59,130,T,T+,0.1638,2.5532,1.5617,336.3,217.8,95.8,-22,164,739188738000,739192293000,739195953000,739198827000,739201701000,739205361000,739208916000
09635,1993-11-29,06:27:06,60,135,T,T,-0.3994,2.1633,1.0876,354.4,210.8,46.7,21,-99,754543734000,754548042000,754552965000,754554366000,754555767000,754560690000,754564998000
09636,1994-05-25,03:31:20,60,140,P,P,0.8933,1.1941,0.2432,261.2,104.6,0,-20,-53,769828784000,769833482000,,769836620000,,769839758000,769844456000
09637,1994-11-18,06:44:54,61,145,N,N,-1.1047,0.8815,-0.2189,271.6,0,0,18,-105,785132885000,,,785141033000,,,785149181000
09638,1995-04-15,12:19:04,61,112,P,P,-0.9593,1.0836,0.1114,256.3,73,0,-11,175,797940594000,797946093000,,797948283000,,797950473000,797955972000
09639,1995-10-08,16:05:12,61,117,N,N,1.1179,0.8252,-0.2115,247.6,0,0,7,116,813160823000,,,813168251000,,,813175679000
09640,1996-04-04,00:10:47,62,122,T,T-,-0.2534,2.4068,1.3795,344.7,217.1,85.8,-6,-2,828566244000,828570072000,828574011000,828576585000,828579159000,828583098000,828586926000
09641,1996-09-27,02:55:24,62,127,T,T,0.3426,2.2188,1.2395,320.9,203.3,69.2,2,-46,843783235000,843786763000,843790786000,843792862000,843794938000,843798961000,843802489000
09642,1997-03-24,04:40:28,62,132,P,P,0.4899,1.9994,0.9195,353.9,203.1,0,-1,-68,859167749000,859172273000,,859178366000,,859184459000,859188983000
09643,1997-09-16,18:47:42,63,137,T,T,-0.3768,2.1417,1.1909,308.2,196.4,61.5,-3,77,874426353000,874429707000,874433754000,874435599000,874437444000,874441491000,874444845000
09644,1998-03-13,04:21:08,63,142,N,N,1.1964,0.7086,-0.3824,246.4,0,0,4,-62,889755413000,,,889762805000,,,889770197000
09645,1998-08-08,02:25:57,63,109,N,N,1.4875,0.1206,-0.8637,96.4,0,0,-15,-35,902540202000,,,902543094000,,,902545986000
09646,1998-09-06,11:11:11,63,147,N,N,-1.1057,0.8121,-0.1544,227.8,0,0,-7,-168,905073374000,,,905080208000,,,905087042000
09648,1999-07-28,11:34:46,64,119,P,P,0.7862,1.4342,0.3966,310.9,142.5,0,-18,-172,933152295000,933157347000,,933161622000,,933165897000,933170949000
09649,2000-01-21,04:44:34,64,124,T,T,-0.2957,2.306,1.3246,318.2,203.3,77,20,-68,948420264000,948423711000,948427500000,948429810000,948432120000,948435909000,948439356000
09650,2000-07-16,13:56:39,64,129,T,T+,0.0302,2.8375,1.7684,374.4,236,106.4,-21,153,963744503000,963748655000,963752543000,963755735000,963758927000,963762815000,963766967000
09651,2001-01-09,20:21:40,64,134,T,T,0.372,2.1618,1.1889,311,196.3,61,22,57,979062306000,979065747000,979069806000,979071636000,979073466000,979077525000,979080966000
09652,2001-07-05,14:56:23,64,139,P,P,-0.7287,1.5475,0.4947,325.1,159.3,0,-23,137,994335166000,994340140000,,994344919000,,994349698000,994354672000
09653,2001-12-30,10:30:22,64,144,N,N,1.0731,0.8933,-0.1155,243.5,0,0,24,-157,1009700853000,,,1009708158000,,,1009715463000
09654,2002-05-26,12:04:26,64,111,N,N,1.1758,0.6893,-0.2888,216.6,0,0,-20,179,1022408104000,,,1022414602000,,,1022421100000
09655,2002-06-24,21:28:13,64,149,N,N,-1.4439,0.2095,-0.7925,129.1,0,0,-25,39,1024950156000,,,1024954029000,,,1024957902000
09656,2002-11-20,01:47:40,64,116,N,N,-1.1126,0.86,-0.2264,264.3,0,0,19,-30,1037748867000,,,1037756796000,,,1037764725000
09657,2003-05-16,03:41:13,64,121,T,T,0.4123,2.0747,1.1276,306.5,193.9,51.4,-19,-56,1053047214000,1053050592000,1053054867000,1053056409000,1053057951000,1053062226000,1053065604000
09658,2003-11-09,01:19:38,64,126,T,T,-0.4319,2.1139,1.0178,363.2,211.4,22,16,-24,1068329818000,1068334372000,1068340054000,1068340714000,1068341374000,1068347056000,1068351610000
09659,2004-05-04,20:31:17,65,131,T,T,-0.3132,2.2627,1.3035,315.7,203.2,75.5,-17,51,1083693141000,1083696516000,1083700347000,1083702612000,1083704877000,1083708708000,1083712083000
09660,2004-10-28,03:05:11,65,136,T,T,0.2846,2.3637,1.3081,353.8,218.7,80.5,13,-50,1098922032000,1098926085000,1098930231000,1098932646000,1098935061000,1098939207000,1098943260000
09661,2005-04-24,09:55:55,65,141,N,N,-1.0885,0.865,-0.1436,245.6,0,0,-14,-150,1114329122000,,,1114336490000,,,1114343858000
09662,2005-10-17,12:04:27,65,146,P,P,0.9796,1.0585,0.0625,259.8,56,0,10,175,1129542808000,1129548922000,,1129550602000,,1129552282000,1129558396000
09664,2006-09-07,18:52:25,65,118,P,P,-0.9262,1.1329,0.1837,254.4,91.1,0,-7,77,1157647448000,1157652347000,,1157655080000,,1157657813000,1157662712000
09665,2007-03-03,23:21:59,65,123,T,T,0.3175,2.3188,1.2328,365.4,221.1,73.4,7,13,1172953092000,1172957421000,1172961852000,1172964054000,1172966256000,1172970687000,1172975016000
09666,2007-08-28,10:38:27,66,128,T,T-,-0.2145,2.4526,1.4758,327.3,212.2,90,-10,-159,1188287622000,1188291075000,1188294741000,1188297441000,1188300141000,1188303807000,1188307260000
09667,2008-02-21,03:27:09,66,133,T,T,-0.3992,2.1451,1.1062,339,205.4,49.8,10,-48,1203554193000,1203558201000,1203562869000,1203564363000,1203565857000,1203570525000,1203574533000
09668,2008-08-16,21:11:12,66,138,P,P,0.5646,1.8366,0.8076,330.5,188.1,0,-13,43,1218911091000,1218915363000,,1218921006000,,1218926649000,1218930921000
09669,2009-02-09,14:39:22,66,143,N,N,-1.064,0.8994,-0.0882,238.8,0,0,14,144,1234183132000,,,1234190296000,,,1234197460000
09670,2009-07-07,09:39:43,66,110,N,N,-1.4915,0.1562,-0.9133,121.5,0,0,-24,-143,1246955872000,,,1246959517000,,,1246963162000
09671,2009-08-06,00:40:18,66,148,N,N,1.3572,0.4019,-0.6661,189.8,0,0,-16,-9,1249513458000,,,1249519152000,,,1249524846000
09672,2009-12-31,19:23:46,67,115,P,P,0.9765,1.0556,0.0763,251.1,60,0,24,70,1262279826000,1262285559000,,1262287359000,,1262289159000,1262294892000
09673,2010-06-26,11:39:34,67,120,P,P,-0.7091,1.5773,0.5368,322.1,162.9,0,-24,-174,1277542644000,1277547420000,,1277552307000,,1277557194000,1277561970000
09674,2010-12-21,08:18:04,67,125,T,T,0.3214,2.2807,1.2561,335.1,208.7,72.3,24,-125,1292909364000,1292913156000,1292917248000,1292919417000,1292921586000,1292925678000,1292929470000
09675,2011-06-15,20:13:43,67,130,T,T+,0.0897,2.6868,1.6999,336.1,219.3,100.2,-23,57,1308158673000,1308162177000,1308165750000,1308168756000,1308171762000,1308175335000,1308178839000
09676,2011-12-10,14:32:56,68,135,T,T,-0.3882,2.186,1.1061,356.4,212.2,51.1,23,140,1323516816000,1323521142000,1323525975000,1323527508000,1323529041000,1323533874000,1323538200000
09677,2012-06-04,11:04:20,68,140,P,P,0.8247,1.3183,0.3704,270,126.6,0,-22,-166,1338799692000,1338803994000,,1338807792000,,1338811590000,1338815892000
09678,2012-11-28,14:34:07,68,145,N,N,-1.0869,0.9155,-0.1873,276,0,0,20,139,1354104899000,,,1354113179000,,,1354121459000
09679,2013-04-25,20:08:38,68,112,P,P,-1.0121,0.9866,0.0148,247.7,27,0,-14,57,1366913019000,1366919640000,,1366920450000,,1366921260000,1366927881000
09680,2013-05-25,04:11:06,68,150,N,Nb,1.535,0.0157,-0.9335,33.6,0,0,-19,-63,1369453990000,,,1369454998000,,,1369456006000
09681,2013-10-18,23:51:25,68,117,N,N,1.1508,0.7649,-0.2718,239.1,0,0,11,-2,1382133044000,,,1382140217000,,,1382147390000
09682,2014-04-15,07:46:48,69,122,T,T,-0.3017,2.3182,1.2907,343.9,214.7,77.8,-10,-116,1397537622000,1397541498000,1397545605000,1397547939000,1397550273000,1397554380000,1397558256000
09683,2014-10-08,10:55:44,69,127,T,T,0.3826,2.1456,1.1659,318.1,199.5,58.8,6,-167,1412756132000,1412759690000,1412763911000,1412765675000,1412767439000,1412771660000,1412775218000
09684,2015-04-04,12:01:24,69,132,T,T,0.446,2.0792,1.0008,357.5,209,4.7,-5,-179,1428138090000,1428142545000,1428148674000,1428148815000,1428148956000,1428155085000,1428159540000
09685,2015-09-28,02:48:17,69,137,T,T,-0.3296,2.2296,1.2764,310.7,199.9,71.9,2,-44,1443399107000,1443402431000,1443406271000,1443408428000,1443410585000,1443414425000,1443417749000
09686,2016-03-23,11:48:21,70,142,N,N,1.1591,0.7747,-0.3118,255.4,0,0,0,-175,1458725969000,,,1458733631000,,,1458741293000
09687,2016-09-16,18:55:27,70,147,N,N,-1.0548,0.908,-0.0635,239.3,0,0,-3,75,1474044878000,,,1474052057000,,,1474059236000
09688,2017-02-11,00:45:03,70,114,N,N,-1.0254,0.9884,-0.0354,259.2,0,0,13,-8,1486766057000,,,1486773833000,,,1486781609000
09689,2017-08-07,18:21:38,70,119,P,P,0.8668,1.2886,0.2464,300.9,115.2,0,-15,86,1502121001000,1502126572000,,1502130028000,,1502133484000,1502139055000
09690,2018-01-31,13:31:00,71,124,T,T,-0.3014,2.2941,1.3155,317.2,202.7,76.1,17,161,1517395873000,1517399308000,1517403106000,1517405389000,1517407672000,1517411470000,1517414905000
09691,2018-07-27,20:22:54,71,129,T,T+,0.1168,2.6792,1.6087,373.8,234.5,103,-19,56,1532711689000,1532715868000,1532719813000,1532722903000,1532725993000,1532729938000,1532734117000
09692,2019-01-21,05:13:27,71,134,T,T,0.3684,2.1684,1.1953,311.5,196.8,62,20,-75,1548038191000,1548041632000,1548045676000,1548047536000,1548049396000,1548053440000,1548056881000
09693,2019-07-16,21:31:55,71,139,P,P,-0.643,1.7037,0.6531,333.7,177.9,0,-22,39,1563302633000,1563307307000,,1563312644000,,1563317981000,1563322655000
09694,2020-01-10,19:11:11,72,144,N,N,1.0726,0.8956,-0.116,244.6,0,0,23,74,1578676061000,,,1578683399000,,,1578690737000
09695,2020-06-05,19:26:14,72,111,N,N,1.2406,0.5683,-0.4053,198.2,0,0,-21,69,1591379156000,,,1591385102000,,,1591391048000
09696,2020-07-05,04:31:12,72,149,N,N,-1.3638,0.3546,-0.6436,165,0,0,-24,-66,1593918450000,,,1593923400000,,,1593928350000
09697,2020-11-30,09:44:01,72,116,N,N,-1.1309,0.8285,-0.262,261,0,0,21,-148,1606721539000,,,1606729369000,,,1606737199000
09698,2021-05-26,11:19:53,72,121,T,T,0.4774,1.954,1.0095,302,187.4,14.5,-21,-170,1622018861000,1622022299000,1622027486000,1622027921000,1622028356000,1622033543000,1622036981000
09699,2021-11-19,09:04:06,73,126,P,P,-0.4552,2.072,0.9742,361.5,208.4,0,19,-139,1637301728000,1637306321000,,1637312573000,,1637318825000,1637323418000
09700,2022-05-16,04:12:42,73,131,T,T-,-0.2532,2.3726,1.4137,318.7,207.2,84.9,-19,-64,1652664728000,1652668073000,1652671742000,1652674289000,1652676836000,1652680505000,1652683850000
09701,2022-11-08,11:00:22,73,136,T,T+,0.257,2.4143,1.3589,353.9,219.8,85,17,-169,1667894532000,1667898555000,1667902599000,1667905149000,1667907699000,1667911743000,1667915766000
09702,2023-05-05,17:24:05,73,141,N,N,-1.0349,0.9636,-0.0457,257.5,0,0,-17,98,1683299647000,,,1683307372000,,,1683315097000
09703,2023-10-28,20:15:18,74,146,P,P,0.9471,1.1181,0.122,264.6,77.4,0,14,52,1698516106000,1698521722000,,1698524044000,,1698526366000,1698531982000
09704,2024-03-25,07:13:59,74,113,N,N,1.0609,0.9557,-0.1325,279.1,0,0,-1,-106,1711342392000,,,1711350765000,,,1711359138000
09705,2024-09-18,02:45:25,74,118,P,P,-0.9792,1.0372,0.0848,246.3,62.8,0,-3,-42,1726620062000,1726625567000,,1726627451000,,1726629335000,1726634840000
09706,2025-03-14,06:59:56,75,123,T,T,0.3484,2.2595,1.1784,362.6,218.3,65.4,3,-102,1741924643000,1741928972000,1741933559000,1741935521000,1741937483000,1741942070000,1741946399000
09707,2025-09-07,18:12:58,75,128,T,T,-0.2752,2.344,1.3619,326.7,209.4,82.1,-6,87,1757258902000,1757262421000,1757266240000,1757268703000,1757271166000,1757274985000,1757278504000
09708,2026-03-03,11:34:52,75,133,T,T,-0.3765,2.1838,1.1507,338.6,207.2,58.3,6,-171,1772527459000,1772531401000,1772535868000,1772537617000,1772539366000,1772543833000,1772547775000
09709,2026-08-28,04:14:04,75,138,P,P,0.4964,1.9645,0.9299,337.8,198.1,0,-9,-63,1787880235000,1787884426000,,1787890369000,,1787896312000,1787900503000
09710,2027-02-20,23:14:06,76,143,N,N,-1.048,0.9266,-0.0569,241,0,0,10,15,1803157940000,,,1803165170000,,,1803172400000
09711,2027-07-18,16:04:09,76,110,N,Ne,-1.5758,0.0014,-1.068,11.8,0,0,-22,121,1815926219000,,,1815926573000,,,1815926927000
09712,2027-08-17,07:14:59,76,148,N,N,1.2797,0.5456,-0.5254,218.6,0,0,-12,-108,1818480265000,,,1818486823000,,,1818493381000
09713,2028-01-12,04:14:13,76,115,P,P,0.9817,1.0468,0.0662,250.7,56,0,23,-61,1831255656000,1831261497000,,1831263177000,,1831264857000,1831270698000
09714,2028-07-06,18:20:57,77,120,P,P,-0.7903,1.4266,0.3892,310.6,141.5,0,-23,86,1846511062000,1846516135000,,1846520380000,,1846524625000,1846529698000
09715,2028-12-31,16:53:15,77,125,T,T,0.3258,2.2742,1.2463,336.2,208.8,71.3,23,108,1861884232000,1861888054000,1861892179000,1861894318000,1861896457000,1861900582000,1861904404000
