Catalog_Number,Date,TD_Greatest_Eclipse,Delta_T,Saros,Type,Type_Full,Gamma,Penumbral_Magnitude,Umbral_Magnitude,Penumbral_Duration_Min,Partial_Duration_Min,Total_Duration_Min,Zenith_Latitude,Zenith_Longitude,P1_UTC_ms,U1_UTC_ms,U2_UTC_ms,Max_UTC_ms,U3_UTC_ms,U4_UTC_ms,P4_UTC_ms
09716,2029-06-26,03:23:22,77,130,T,T+,0.0124,2.8266,1.8436,335.1,219.5,101.9,-23,-50,1877128472000,1877131940000,1877135468000,1877138525000,1877141582000,1877145110000,1877148578000
09717,2029-12-20,22:43:12,78,135,T,T,-0.3811,2.2008,1.1174,358,213.3,53.7,23,19,1892490174000,1892494515000,1892499303000,1892500914000,1892502525000,1892507313000,1892511654000
09718,2030-06-15,18:34:34,78,140,P,P,0.7534,1.448,0.5025,278.2,144.4,0,-23,82,1907770450000,1907774464000,,1907778796000,,1907783128000,1907787142000
09719,2030-12-09,22:28:51,78,145,N,N,-1.0731,0.9416,-0.1628,279.2,0,0,22,21,1923077277000,,,1923085653000,,,1923094029000
09720,2031-05-07,03:52:02,78,112,N,N,-1.0694,0.8814,-0.0904,237.3,0,0,-18,-59,1935885125000,,,1935892244000,,,1935899363000
09721,2031-06-05,11:45:17,78,150,N,N,1.4731,0.1292,-0.8199,95.6,0,0,-21,-176,1938423371000,,,1938426239000,,,1938429107000
09722,2031-10-30,07:46:45,79,117,N,N,1.1773,0.7161,-0.3204,231.8,0,0,15,-121,1951105772000,,,1951112726000,,,1951119680000
09723,2032-04-25,15:14:51,79,122,T,T,-0.3558,2.2192,1.1913,342.4,211.2,65.5,-14,131,1966508540000,1966512476000,1966516847000,1966518812000,1966520777000,1966525148000,1966529084000
09724,2032-10-18,19:03:40,79,127,T,T,0.4169,2.083,1.1028,315.4,195.9,47.1,10,71,1981729479000,1981733064000,1981737528000,1981738941000,1981740354000,1981744818000,1981748403000
09725,2033-04-14,19:13:51,80,132,T,T,0.3954,2.1711,1.0944,361.2,215,49.2,-9,72,1997107915000,1997112301000,1997117275000,1997118751000,1997120227000,1997125201000,1997129587000
09726,2033-10-08,10:56:23,80,137,T,T,-0.2889,2.3057,1.3497,312.6,202.4,78.8,6,-167,2012372325000,2012375631000,2012379339000,2012381703000,2012384067000,2012387775000,2012391081000
09727,2034-04-03,19:06:59,80,142,N,N,1.1144,0.8545,-0.2274,265.4,0,0,-5,75,2027695977000,,,2027703939000,,,2027711901000
09728,2034-09-28,02:47:37,81,147,P,P,-1.011,0.9911,0.0144,248.7,26.7,0,1,-44,2043016915000,2043023575000,,2043024376000,,2043025177000,2043031837000
09729,2035-02-22,09:06:12,81,114,N,N,-1.0367,0.9652,-0.0535,255.7,0,0,9,-133,2055740220000,,,2055747891000,,,2055755562000
09730,2035-08-19,01:12:15,81,119,P,P,0.9433,1.1507,0.1037,289.8,76.5,0,-12,-17,2071089960000,2071096359000,,2071098654000,,2071100949000,2071107348000
09731,2036-02-11,22:13:06,82,124,T,T,-0.311,2.2751,1.2995,316.1,201.9,74.5,14,31,2086371221000,2086374647000,2086378469000,2086380704000,2086382939000,2086386761000,2086390187000
09732,2036-08-07,02:52:32,82,129,T,T+,0.2004,2.5266,1.4544,372.1,231.3,95.3,-16,-41,2101679107000,2101683331000,2101687411000,2101690270000,2101693129000,2101697209000,2101701433000
09733,2037-01-31,14:01:38,82,134,T,T,0.3619,2.1803,1.2074,312.1,197.5,63.7,18,153,2117013853000,2117017291000,2117021305000,2117023216000,2117025127000,2117029141000,2117032579000
09734,2037-07-27,04:09:53,83,139,P,P,-0.5582,1.8584,0.8095,340.8,192.4,0,-20,-60,2132270286000,2132274738000,,2132280510000,,2132286282000,2132290734000
09735,2038-01-21,03:49:52,83,144,N,N,1.071,0.8996,-0.114,245.8,0,0,21,-54,2147651135000,,,2147658509000,,,2147665883000
09736,2038-06-17,02:45:02,83,111,N,N,1.3082,0.4422,-0.5275,176.3,0,0,-22,-41,2160350130000,,,2160355419000,,,2160360708000
09737,2038-07-16,11:35:56,84,149,N,N,-1.2837,0.4999,-0.4952,192.4,0,0,-23,-172,2162887100000,,,2162892872000,,,2162898644000
09738,2038-12-11,17:45:00,84,116,N,N,-1.1448,0.8046,-0.2892,258.5,0,0,22,93,2175694461000,,,2175702216000,,,2175709971000
09739,2039-06-06,18:54:25,84,121,P,P,0.546,1.8272,0.8846,296.7,179.3,0,-22,77,2190990280000,2190993802000,,2190999181000,,2191004560000,2191008082000
09740,2039-11-30,16:56:28,85,126,P,P,-0.4721,2.0418,0.9426,360.1,206,0,21,104,2206274100000,2206278723000,,2206284903000,,2206291083000,2206295706000
09741,2040-05-26,11:46:22,85,131,T,T-,-0.1872,2.4938,1.5348,321.4,210.7,92.2,-21,-177,2221635855000,2221639176000,2221642731000,2221645497000,2221648263000,2221651818000,2221655139000
09742,2040-11-18,19:04:40,85,136,T,T+,0.2361,2.4525,1.3974,353.6,220.4,87.8,20,70,2236867587000,2236871583000,2236875561000,2236878195000,2236880829000,2236884807000,2236888803000
09743,2041-05-16,00:43:03,86,141,P,P,-0.9746,1.0747,0.0645,269.7,58.5,0,-20,-12,2252269606000,2252275942000,,2252277697000,,2252279452000,2252285788000
09744,2041-11-08,04:35:05,86,146,P,P,0.9212,1.1656,0.1696,268,90.3,0,18,-73,2267489979000,2267495310000,,2267498019000,,2267500728000,2267506059000
09745,2042-04-05,14:30:11,86,113,N,N,1.108,0.868,-0.2176,268.4,0,0,-5,144,2280312873000,,,2280320925000,,,2280328977000
09746,2042-09-29,10:45:47,87,118,N,N,-1.0261,0.9528,-0.0031,238.5,0,0,2,-163,2295593105000,,,2295600260000,,,2295607415000
09747,2043-03-25,14:32:04,87,123,T,T,0.3849,2.19,1.1142,359.3,214.6,53.4,-2,144,2310895858000,2310900199000,2310905035000,2310906637000,2310908239000,2310913075000,2310917416000
09748,2043-09-19,01:51:50,88,128,T,T,-0.3316,2.2433,1.2556,325.8,206,71.7,-2,-29,2326230448000,2326234042000,2326238071000,2326240222000,2326242373000,2326246402000,2326249996000
09749,2044-03-13,19:38:33,88,133,T,T,-0.3496,2.2303,1.2031,338.4,209.1,66.4,2,68,2341500473000,2341504352000,2341508633000,2341510625000,2341512617000,2341516898000,2341520777000
09750,2044-09-07,11:20:44,88,138,T,T,0.4318,2.086,1.0456,344,206.2,33.9,-5,-171,2356849636000,2356853770000,2356858939000,2356859956000,2356860973000,2356866142000,2356870276000
09751,2045-03-03,07:43:26,89,143,N,N,-1.0274,0.9623,-0.0168,243.9,0,0,6,-113,2372132400000,,,2372139717000,,,2372147034000
09752,2045-08-27,13:54:50,89,148,N,N,1.206,0.6825,-0.3919,241.7,0,0,-9,152,2387447550000,,,2387454801000,,,2387462052000
09753,2046-01-22,13:02:37,90,115,P,P,0.9885,1.0347,0.0532,250,50.4,0,21,168,2400231367000,2400237355000,,2400238867000,,2400240379000,2400246367000
09754,2046-07-18,01:06:05,90,120,P,P,-0.8691,1.2807,0.2461,298.1,114.6,0,-22,-14,2415479732000,2415485237000,,2415488675000,,2415492113000,2415497618000
09755,2047-01-12,01:26:14,90,125,T,T,0.3317,2.2649,1.2341,337.2,208.9,70,22,-19,2430858968000,2430862817000,2430866984000,2430869084000,2430871184000,2430875351000,2430879200000
09756,2047-07-07,10:35:45,91,130,T,T-,-0.0636,2.731,1.7513,333.4,218.5,100.8,-23,-157,2446098452000,2446101899000,2446105430000,2446108454000,2446111478000,2446115009000,2446118456000
09757,2048-01-01,06:53:55,91,135,T,T,-0.3745,2.2141,1.128,359.4,214.3,55.9,23,-102,2461463562000,2461467915000,2461472667000,2461474344000,2461476021000,2461480773000,2461485126000
09758,2048-06-26,02:02:28,92,140,P,P,0.6796,1.5825,0.6388,285.7,159.2,0,-23,-30,2476741085000,2476744880000,,2476749656000,,2476754432000,2476758227000
09759,2048-12-20,06:27:48,92,145,N,N,-1.0624,0.9617,-0.1436,281.6,0,0,22,-97,2492049928000,,,2492058376000,,,2492066824000
09760,2049-05-17,11:26:39,92,112,N,N,-1.1337,0.7638,-0.2085,224.3,0,0,-21,-172,2504856778000,,,2504863507000,,,2504870236000
09761,2049-06-15,19:14:12,92,150,N,N,1.4068,0.2511,-0.6985,132,0,0,-22,72,2507393200000,,,2507397160000,,,2507401120000
09762,2049-11-09,15:52:11,93,117,N,N,1.1964,0.6808,-0.3553,226.1,0,0,18,118,2520079055000,,,2520085838000,,,2520092621000
09763,2050-05-06,22:32:02,94,122,T,T,-0.4181,2.1052,1.0767,340,206,43.2,-17,21,2535478828000,2535482848000,2535487732000,2535489028000,2535490324000,2535495208000,2535499228000
09764,2050-10-30,03:21:47,95,127,T,T,0.4435,2.0345,1.0538,313.1,192.9,34.5,14,-54,2550703419000,2550707025000,2550711777000,2550712812000,2550713847000,2550718599000,2550722205000
09765,2051-04-26,02:16:28,96,132,T,T,0.3371,2.2773,1.2022,364.8,220.8,69.6,-13,-34,2566077148000,2566081468000,2566086004000,2566088092000,2566090180000,2566094716000,2566099036000
09766,2051-10-19,19:11:50,97,137,T,T-,-0.2542,2.3708,1.4118,314.2,204.3,83.6,10,69,2581345987000,2581349284000,2581352905000,2581355413000,2581357921000,2581361542000,2581364839000
09767,2052-04-14,02:18:06,98,142,N,N,1.0628,0.9466,-0.1305,276,0,0,-9,-34,2596665508000,,,2596673788000,,,2596682068000
09768,2052-10-08,10:45:58,99,147,P,P,-0.9726,1.0642,0.0821,256.6,63.3,0,5,-164,2611989361000,2611995160000,,2611997059000,,2611998958000,2612004757000
09769,2053-03-04,17:22:10,99,114,N,N,-1.053,0.9323,-0.0808,251.1,0,0,5,102,2624714098000,,,2624721631000,,,2624729164000
09771,2054-02-22,06:51:27,101,124,T,T,-0.3242,2.2491,1.2769,314.7,200.9,72.1,10,-99,2655346345000,2655349759000,2655353623000,2655355786000,2655357949000,2655361813000,2655365227000
09772,2054-08-18,09:26:30,102,129,T,T,0.2806,2.3805,1.3062,369.5,226.5,82.9,-13,-140,2670646803000,2670651093000,2670655401000,2670657888000,2670660375000,2670664683000,2670668973000
09773,2055-02-11,22:46:17,103,134,T,T,0.3526,2.197,1.2246,312.9,198.4,66,14,22,2685989287000,2685992722000,2685996694000,2685998674000,2686000654000,2686004626000,2686008061000
09774,2055-08-07,10:53:18,104,139,P,P,-0.4769,2.0069,0.9594,346.3,203.4,0,-17,-161,2701238305000,2701242592000,,2701248694000,,2701254796000,2701259083000
09775,2056-02-01,12:26:06,105,144,N,N,1.0682,0.9056,-0.1096,247.2,0,0,18,177,2716626045000,,,2716633461000,,,2716640877000
09776,2056-06-27,10:03:09,106,111,N,N,1.3769,0.3143,-0.6519,149.9,0,0,-22,-149,2729321186000,,,2729325683000,,,2729330180000
09777,2056-07-26,18:43:24,106,149,N,N,-1.2048,0.6435,-0.3489,214.4,0,0,-20,81,2731856066000,,,2731862498000,,,2731868930000
09778,2056-12-22,01:48:56,107,116,N,N,-1.1559,0.7857,-0.3109,256.4,0,0,22,-27,2744667537000,,,2744675229000,,,2744682921000
09779,2057-06-17,02:26:20,108,121,P,P,0.6167,1.6967,0.7555,290.6,169.3,0,-23,-36,2759961554000,2759965193000,,2759970272000,,2759975351000,2759978990000
09780,2057-12-11,00:53:38,109,126,P,P,-0.4853,2.0178,0.9181,358.8,204,0,23,-15,2775246745000,2775251389000,,2775257509000,,2775263629000,2775268273000
09781,2058-06-06,19:15:48,110,131,T,T-,-0.1181,2.621,1.6611,323.6,213.4,97.3,-23,71,2790606730000,2790610036000,2790613519000,2790616438000,2790619357000,2790622840000,2790626146000
09782,2058-11-30,03:16:18,111,136,T,T+,0.2208,2.4802,1.426,353,220.7,89.7,22,-52,2805841077000,2805845046000,2805848976000,2805851667000,2805854358000,2805858288000,2805862257000
09783,2059-05-27,07:55:35,112,141,P,P,-0.9097,1.1946,0.1829,281.7,97.2,0,-22,-119,2821239172000,2821244707000,,2821247623000,,2821250539000,2821256074000
09784,2059-11-19,13:01:36,113,146,P,P,0.9004,1.2037,0.2079,270.5,99.2,0,20,161,2836464268000,2836469407000,,2836472383000,,2836475359000,2836480498000
09785,2060-04-15,21:37:04,114,113,N,N,1.1621,0.7674,-0.3156,255,0,0,-9,37,2849282860000,,,2849290510000,,,2849298160000
09786,2060-10-09,18:53:32,115,118,N,N,-1.067,0.8796,-0.0799,231.3,0,0,6,74,2864566558000,,,2864573497000,,,2864580436000
09787,2060-11-08,04:04:15,115,156,N,N,1.5332,0.0266,-0.9375,43.6,0,0,18,-65,2867110832000,,,2867112140000,,,2867113448000
09788,2061-04-04,21:54:05,116,123,T,T,0.43,2.1044,1.0341,355,209.6,29.9,-6,33,2879866479000,2879870841000,2879876232000,2879877129000,2879878026000,2879883417000,2879887779000
09789,2061-09-29,09:38:13,117,128,T,T,-0.381,2.1556,1.1621,324.8,202.4,59,2,-146,2895202432000,2895206104000,2895210406000,2895212176000,2895213946000,2895218248000,2895221920000
09790,2062-03-25,03:33:50,118,133,T,T,-0.315,2.2905,1.2695,338.3,211.3,74.7,-2,-52,2910472963000,2910476773000,2910480871000,2910483112000,2910485353000,2910489451000,2910493261000
09791,2062-09-18,18:34:02,119,138,T,T,0.3735,2.1959,1.1496,349.3,212.4,59.5,-1,80,2925819444000,2925823551000,2925828138000,2925829923000,2925831708000,2925836295000,2925840402000
09792,2063-03-14,16:05:49,120,143,P,P,-1.0007,1.0088,0.0342,247.8,40.6,0,1,121,2941106395000,2941112611000,,2941113829000,,2941115047000,2941121263000
09793,2063-09-07,20:41:12,121,148,N,N,1.1374,0.8101,-0.2678,260.4,0,0,-5,49,2956415339000,,,2956423151000,,,2956430963000
09794,2064-02-02,21:48:57,122,115,P,P,0.9969,1.0197,0.0377,249,42.5,0,18,37,2969206945000,2969213140000,,2969214415000,,2969215690000,2969221885000
09795,2064-07-28,07:52:48,123,120,P,P,-0.9473,1.1361,0.1038,284.3,75.7,0,-20,-116,2984448516000,2984454774000,,2984457045000,,2984459316000,2984465574000
09796,2065-01-22,09:58:58,124,125,T,T,0.3371,2.2561,1.2231,338.2,209,68.8,20,-146,2999833668000,2999837544000,2999841750000,2999843814000,2999845878000,2999850084000,2999853960000
09797,2065-07-17,17:48:40,125,130,T,T-,-0.1402,2.589,1.6121,331,216.3,97,-21,95,3015068465000,3015071906000,3015075485000,3015078395000,3015081305000,3015084884000,3015088325000
09798,2066-01-11,15:04:47,126,135,T,T,-0.3687,2.2259,1.1378,360.7,215.2,57.9,21,136,3030436940000,3030441305000,3030446024000,3030447761000,3030449498000,3030454217000,3030458582000
09799,2066-07-07,09:30:29,127,140,P,P,0.6055,1.7179,0.7753,292.3,171.3,0,-22,-141,3045711733000,3045715363000,,3045720502000,,3045725641000,3045729271000
09800,2066-12-31,14:30:10,128,145,N,N,-1.0539,0.9773,-0.1281,283.3,0,0,22,144,3061022783000,,,3061031282000,,,3061039781000
09801,2067-05-28,18:56:08,129,112,N,N,-1.2012,0.6403,-0.3329,208.5,0,0,-23,76,3073828184000,,,3073834439000,,,3073840694000
09802,2067-06-27,02:41:06,129,150,N,N,1.3394,0.3754,-0.5753,159.8,0,0,-22,-39,3076363143000,,,3076367937000,,,3076372731000
09803,2067-11-21,00:04:42,130,117,N,N,1.2106,0.6544,-0.3811,221.5,0,0,21,-4,3089052707000,,,3089059352000,,,3089065997000
09804,2068-05-17,05:42:17,131,122,P,P,-0.4851,1.9826,0.9532,336.6,199,0,-20,-86,3104448708000,3104452836000,,3104458806000,,3104464776000,3104468904000
09805,2068-11-09,11:47:00,132,127,T,T,0.4645,1.9962,1.0149,311.2,190.2,18.4,18,180,3119677752000,3119681382000,3119686536000,3119687088000,3119687640000,3119692794000,3119696424000
09806,2069-05-06,09:09:57,133,132,T,T+,0.2717,2.3965,1.3229,368.1,226.2,84.3,-17,-138,3135045821000,3135050078000,3135054335000,3135056864000,3135059393000,3135063650000,3135067907000
09807,2069-10-30,03:35:06,134,137,T,T-,-0.2263,2.4235,1.4616,315.4,205.6,86.8,14,-57,3150320110000,3150323404000,3150326968000,3150329572000,3150332176000,3150335740000,3150339034000
09809,2070-10-19,18:51:12,137,147,P,P,-0.9406,1.1258,0.1383,263.2,81.7,0,9,74,3180962239000,3180967684000,,3180970135000,,3180972586000,3180978031000
09810,2071-03-16,01:31:09,137,114,N,N,-1.0756,0.8879,-0.1194,245.1,0,0,1,-20,3193687579000,,,3193694932000,,,3193702285000
09811,2071-09-09,15:05:41,138,119,N,N,1.0834,0.8989,-0.1586,265.2,0,0,-4,133,3209028647000,,,3209036603000,,,3209044559000
09812,2072-03-04,15:23:07,140,124,T,T,-0.343,2.2127,1.2441,313.2,199.4,68.5,6,133,3224321051000,3224324465000,3224328392000,3224330447000,3224332502000,3224336429000,3224339843000
09813,2072-08-28,16:05:42,141,129,T,T,0.3563,2.2428,1.1662,366,220.3,64.2,-9,119,3239614821000,3239619192000,3239623875000,3239625801000,3239627727000,3239632410000,3239636781000
09814,2073-02-22,07:24:53,142,134,T,T,0.3388,2.2218,1.2503,313.8,199.7,69.2,10,-107,3254964337000,3254967760000,3254971675000,3254973751000,3254975827000,3254979742000,3254983165000
09815,2073-08-17,17:42:41,143,139,T,T,-0.3998,2.1479,1.1013,350.5,211.6,50.1,-13,96,3270206703000,3270210870000,3270215715000,3270217218000,3270218721000,3270223566000,3270227733000
09816,2074-02-11,20:55:58,144,144,N,N,1.0611,0.9191,-0.0972,249.5,0,0,15,50,3285600529000,,,3285608014000,,,3285615499000
09817,2074-07-08,17:21:38,145,111,N,N,1.4456,0.187,-0.7765,116.6,0,0,-21,101,3298292455000,,,3298295953000,,,3298299451000
09818,2074-08-07,01:56:03,145,149,N,N,-1.1291,0.7813,-0.2091,232.2,0,0,-17,-27,3300825452000,,,3300832418000,,,3300839384000
09819,2075-01-02,09:55:03,146,116,N,N,-1.1642,0.7714,-0.3271,254.9,0,0,22,-147,3313640710000,,,3313648357000,,,3313656004000
09820,2075-06-28,09:55:35,147,121,P,P,0.6897,1.5624,0.622,283.4,157,0,-23,-147,3328932686000,3328936478000,,3328941188000,,3328945898000,3328949690000
09821,2075-12-22,08:55:55,148,126,P,P,-0.4945,2.0008,0.9013,357.6,202.5,0,23,-134,3344219679000,3344224332000,,3344230407000,,3344236482000,3344241135000
09822,2076-06-17,02:39:47,149,131,T,T-,-0.0452,2.7554,1.7943,325.3,215.1,100.2,-23,-39,3359577279000,3359580585000,3359584032000,3359587038000,3359590044000,3359593491000,3359596797000
09823,2076-12-10,11:34:51,150,136,T,T+,0.2102,2.499,1.446,352.2,220.6,90.8,23,-175,3374814975000,3374818923000,3374822817000,3374825541000,3374828265000,3374832159000,3374836107000
09824,2077-06-06,14:59:52,151,141,P,P,-0.8387,1.3257,0.3123,293.6,125,0,-24,135,3390208233000,3390213291000,,3390217041000,,3390220791000,3390225849000
09825,2077-11-29,21:35:53,152,146,P,P,0.8854,1.2309,0.2356,272,105,0,23,34,3405439041000,3405444051000,,3405447201000,,3405450351000,3405455361000
09826,2078-04-27,04:35:44,153,113,N,N,1.2222,0.6558,-0.4246,238.2,0,0,-13,-68,3418252445000,,,3418259591000,,,3418266737000
09827,2078-10-21,03:08:03,154,118,N,N,-1.1021,0.8171,-0.1462,224.8,0,0,10,-50,3433540385000,,,3433547129000,,,3433553873000
09828,2078-11-19,12:40:04,154,156,N,N,1.5147,0.0615,-0.9047,66,0,0,21,166,3436085070000,,,3436087050000,,,3436089030000
09829,2079-04-16,05:10:45,155,123,P,P,0.4799,2.01,0.9451,350.1,203.4,0,-10,-77,3448836787000,3448841188000,,3448847290000,,3448853392000,3448857793000
09830,2079-10-10,17:30:30,156,128,T,T,-0.4246,2.0786,1.0791,323.8,198.7,42.4,7,95,3464174760000,3464178513000,3464183202000,3464184474000,3464185746000,3464190435000,3464194188000
09831,2080-04-04,11:23:38,157,133,T,T,-0.2751,2.3607,1.346,338.3,213.6,82.1,-6,-170,3479445112000,3479448853000,3479452798000,3479455261000,3479457724000,3479461669000,3479465410000
09832,2080-09-29,01:52:42,158,138,T,T,0.3203,2.2967,1.2443,353.7,217.4,73.8,3,-30,3494789593000,3494793682000,3494797990000,3494800204000,3494802418000,3494806726000,3494810815000
09833,2081-03-25,00:22:01,159,143,P,P,-0.9687,1.0652,0.0953,252.4,67.1,0,-3,-4,3510079990000,3510085549000,,3510087562000,,3510089575000,3510095134000
09834,2081-09-18,03:35:26,161,148,N,N,1.0747,0.927,-0.1545,275.7,0,0,-1,-55,3525383694000,,,3525391965000,,,3525400236000
09835,2082-02-13,06:29:19,161,115,P,P,1.0101,0.9955,0.0134,247.2,25.5,0,14,-93,3538182182000,3538188833000,,3538189598000,,3538190363000,3538197014000
09837,2083-02-02,18:26:46,164,125,T,T,0.3463,2.24,1.2052,338.9,208.8,66.5,17,88,3568808075000,3568811978000,3568816247000,3568818242000,3568820237000,3568824506000,3568828409000
09838,2083-07-29,01:05:34,165,130,T,T-,-0.2143,2.452,1.4773,328,212.9,90.4,-19,-14,3584038729000,3584042182000,3584045857000,3584048569000,3584051281000,3584054956000,3584058409000
09839,2084-01-22,23:13:00,166,135,T,T,-0.361,2.2407,1.1513,362,216.3,60.5,19,15,3599410154000,3599414525000,3599419199000,3599421014000,3599422829000,3599427503000,3599431874000
09840,2084-07-17,16:58:51,167,140,P,P,0.5312,1.854,0.9119,298.1,181.4,0,-20,107,3614682421000,3614685922000,,3614691364000,,3614696806000,3614700307000
09841,2085-01-10,22:32:29,168,145,N,N,-1.0453,0.9927,-0.1119,284.9,0,0,21,24,3629995634000,,,3630004181000,,,3630012728000
09842,2085-06-08,02:17:36,169,112,N,N,-1.2745,0.5065,-0.4682,188.5,0,0,-24,-34,3642799232000,,,3642804887000,,,3642810542000
09843,2085-07-07,10:04:40,169,150,N,N,1.2694,0.5047,-0.4478,183.5,0,0,-21,-149,3645333006000,,,3645338511000,,,3645344016000
09844,2085-12-01,08:25:35,170,117,N,N,1.2189,0.6387,-0.3957,218.5,0,0,23,-128,3658026810000,,,3658033365000,,,3658039920000
09845,2086-05-28,12:43:47,171,122,P,P,-0.5585,1.8486,0.818,332,189.4,0,-22,169,3673418096000,3673422374000,,3673428056000,,3673433738000,3673438016000
09846,2086-11-20,20:19:42,172,127,P,P,0.4799,1.9679,0.9865,309.5,188.1,0,20,52,3688652525000,3688656167000,,3688661810000,,3688667453000,3688671095000
09847,2087-05-17,15:55:20,173,132,T,T+,0.1999,2.5276,1.4554,371,230.6,95.1,-19,121,3704014017000,3704018229000,3704022294000,3704025147000,3704028000000,3704032065000,3704036277000
09848,2087-11-10,12:05:33,174,137,T,T-,-0.2043,2.4654,1.5006,316.4,206.6,88.9,17,175,3719294667000,3719297961000,3719301492000,3719304159000,3719306826000,3719310357000,3719313651000
09849,2088-05-05,16:16:50,175,142,P,P,0.9387,1.1695,0.1019,297.9,77.1,0,-16,116,3734603098000,3734609722000,,3734612035000,,3734614348000,3734620972000
09850,2088-10-30,03:03:20,177,147,P,P,-0.9147,1.1761,0.1831,268.5,93.6,0,13,-49,3749935568000,3749940815000,,3749943623000,,3749946431000,3749951678000
09851,2089-03-26,09:34:14,178,114,N,N,-1.1038,0.8332,-0.1681,237.8,0,0,-4,-142,3762660742000,,,3762667876000,,,3762675010000
09852,2089-09-19,22:11:17,179,119,N,N,1.1447,0.7893,-0.2737,252.2,0,0,0,26,3777998532000,,,3778006098000,,,3778013664000
09853,2090-03-15,23:48:31,180,124,T,T,-0.3674,2.1659,1.2012,311.3,197.5,63,1,6,3793295392000,3793298806000,3793302841000,3793304731000,3793306621000,3793310656000,3793314070000
09854,2090-09-08,22:52:29,181,129,T,T,0.4257,2.1167,1.0377,362,213.1,31.9,-5,17,3808583308000,3808587775000,3808593211000,3808594168000,3808595125000,3808600561000,3808605028000
09855,2091-03-05,15:58:22,182,134,T,T,0.3212,2.2537,1.2832,315,201.3,72.9,6,124,3823939070000,3823942481000,3823946333000,3823948520000,3823950707000,3823954559000,3823957970000
09856,2091-08-29,00:38:25,183,139,T,T,-0.327,2.281,1.2351,353.4,217.5,72.9,-10,-8,3839175520000,3839179597000,3839183935000,3839186122000,3839188309000,3839192647000,3839196724000
09857,2092-02-23,05:20:59,184,144,N,N,1.0509,0.9383,-0.0789,252.4,0,0,11,-76,3854574703000,,,3854582275000,,,3854589847000
09858,2092-07-19,00:41:58,185,111,N,Ne,1.5131,0.062,-0.8992,67.7,0,0,-19,-8,3867264302000,,,3867266333000,,,3867268364000
09859,2092-08-17,09:13:59,185,149,N,N,-1.0568,0.9131,-0.0757,246.7,0,0,-14,-136,3869795253000,,,3869802654000,,,3869810055000
09860,2093-01-12,18:00:03,186,116,N,N,-1.1733,0.7553,-0.3444,253.1,0,0,20,93,3882613824000,,,3882621417000,,,3882629010000
09861,2093-07-08,17:24:18,187,121,P,P,0.7632,1.4275,0.4872,275.3,141.9,0,-22,101,3897903812000,3897907814000,,3897912071000,,3897916328000,3897920330000
09862,2094-01-01,17:00:06,188,126,P,P,-0.5024,1.9858,0.8871,356.5,201.2,0,22,107,3913192723000,3913197382000,,3913203418000,,3913209454000,3913214113000
09863,2094-06-28,10:01:57,190,131,T,T+,0.0288,2.7865,1.8234,326.5,215.7,100.6,-23,-149,3928547732000,3928551056000,3928554509000,3928557527000,3928560545000,3928563998000,3928567322000
09864,2094-12-21,19:56:32,191,136,T,T+,0.2016,2.5138,1.4627,351.2,220.5,91.6,24,61,3943789065000,3943792986000,3943796853000,3943799601000,3943802349000,3943806216000,3943810137000
09865,2095-06-17,22:00:11,192,141,P,P,-0.7653,1.4617,0.4459,304.7,146.9,0,-24,31,3959177078000,3959181812000,,3959186219000,,3959190626000,3959195360000
09866,2095-12-11,06:15:02,193,146,P,P,0.8742,1.251,0.2565,272.9,108.9,0,24,-95,3974414122000,3974419042000,,3974422309000,,3974425576000,3974430496000
09867,2096-05-07,11:24:42,194,113,N,N,1.2896,0.5309,-0.5469,216.9,0,0,-16,-171,3987221581000,,,3987228088000,,,3987234595000
09868,2096-06-06,02:43:41,194,151,N,Nb,-1.5723,0.0047,-1.0584,21.2,0,0,-24,-41,3989788191000,,,3989788827000,,,3989789463000
09869,2096-10-31,11:30:23,195,118,N,N,-1.1307,0.7666,-0.2006,219.3,0,0,13,-175,4002514649000,,,4002521228000,,,4002527807000
09870,2096-11-29,21:22:22,195,156,N,N,1.5017,0.0862,-0.8816,78.1,0,0,23,37,4005060004000,,,4005062347000,,,4005064690000
09871,2097-04-26,12:18:17,196,123,P,P,0.5377,1.9013,0.842,344,195.2,0,-13,176,4017806581000,4017811045000,,4017816901000,,4017822757000,4017827221000
09872,2097-10-21,01:30:55,197,128,T,T,-0.4608,2.0152,1.0097,323.1,195.2,15.2,11,-26,4033147565000,4033151402000,4033156802000,4033157258000,4033157714000,4033163114000,4033166951000
09873,2098-04-15,19:04:48,198,133,T,T-,-0.2272,2.4454,1.4369,338.3,215.8,89,-10,74,4048416741000,4048420416000,4048424220000,4048426890000,4048429560000,4048433364000,4048437039000
09874,2098-10-10,09:19:58,200,138,T,T,0.2749,2.3831,1.3246,357.4,221,82.7,7,-143,4063760276000,4063764368000,4063768517000,4063770998000,4063773479000,4063777628000,4063781720000
09875,2099-04-05,08:30:56,201,143,P,P,-0.9304,1.1333,0.168,257.7,88.1,0,-7,-127,4079053124000,4079058212000,,4079060855000,,4079063498000,4079068586000
09877,2100-02-24,15:05:11,203,115,N,N,1.0267,0.9649,-0.017,244.6,0,0,10,138,4107157170000,,,4107164508000,,,4107171846000
09878,2100-08-19,21:44:58,204,120,N,N,-1.0905,0.8716,-0.1575,254.2,0,0,-13,36,4122387268000,,,4122394894000,,,4122402520000
